f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
2.4271809282656074,-1.9080479405695796,1.545237712763686,1.6918348375245835,-1.0602648579189795,-1.2426719321312214,0.43154120861016065,0.6725483106903194,0.02497126237099896,-1.6007371559445422,1
-1.1137075263160183,1.7867554488303223,-0.6334534418836993,0.684842194105591,1.0180740740728038,1.5761372701554328,-1.0698087180817317,-1.6079143227844837,-0.262907197874966,1.1962975438431387,0
0.7506088902453129,1.3450186562715805,1.486396043328376,0.774656635890075,0.2731339577695926,-1.4067251655607214,-0.8630772184993547,-0.0892850682566283,1.1314577963453558,-1.1137455204218745,1
1.2583413368754193,0.24673045108693178,-1.1011551411244231,-0.6168485909917149,-1.583085698344538,1.1847980512730065,-1.6095616215457293,-1.4255320138838388,0.39696829132504247,1.5561044375270834,1
1.670759843312157,-0.05433647974870458,-0.7375559646469723,-1.2133700702479149,0.6591277853608193,-0.6710837538334592,0.10001742455765139,2.323274925376266,-0.610867778207135,-0.2574086071849611,1
1.0142421006216191,1.7675023957653402,1.2277999878516854,-1.3599691901191746,-0.33198134297397797,0.7261026756779492,-1.501619008797157,0.5481327278519097,0.7839676512169459,0.48809538137918235,0
1.1222982870765583,-1.6095209830809794,-0.07158347160249721,-0.9652763395995575,1.7983839818718945,0.723260200221526,0.5167173960267899,2.2959958773315665,-0.6973091506990274,1.1315784515395237,0
-0.9983523792740214,-0.3390783736268482,-0.3515368762486047,-0.7061286121861053,1.6510029523235112,-1.331503853117465,-0.45939001754851083,1.0057183856114023,-0.6713242302684823,-0.2760110617164809,1
-0.11877346584819182,1.1954527117529803,-1.7984139213578147,-0.9039121651626768,0.9552400100770242,-1.3110505755007418,1.79667256263898,0.8347325501823566,-1.5538930044475427,-3.254478941297708,1
-1.447875096004502,0.7235822859100567,-0.4770057183213565,1.2236068834576266,0.9380099719443336,1.738967377597135,-1.5529884205995874,-2.4134821444880945,-0.2597616552876761,0.8108617160332247,0
1.8792930541431834,0.045629329987863926,0.29542412700076187,-0.5767899634632523,-0.31226099574930954,-2.560818301936781,-1.8047419500599315,0.3905691542115348,-0.16981997217719902,0.18571668936896457,1
-1.371698225931088,-1.0395033686039294,-0.5403716202650091,-0.4221291640727909,-1.00357577096021,0.5356826049647877,0.859424063246299,0.10774707339895828,-0.8386274786632111,-2.48566380157107,1
1.3681921833602275,-0.7512555936946737,-0.41504460043763486,-0.0035057267586741823,-0.24812646665288907,-1.2956423421126697,1.8103198183863456,1.6807894059331168,0.13894280970401568,-0.8396916603612474,1
-2.7656302795723415,-0.4918194904828303,0.42489814990581537,1.439293483835469,-1.3047082084278219,0.5811627555730875,-1.4423048122151914,-2.005344226545742,0.3530061805464952,0.9741233692959304,0
